Abbesses;48.8843996742;2.33839938084
Alexandre-Dumas;48.8564263076;2.39455425432
Alma-Marceau;48.8642986303;2.30125140712
Alésia;48.8280659789;2.32682741672
Anvers;48.8828716494;2.34416356947
Argentine;48.8756724452;2.28944416115
Arts-et-Métiers;48.8653811353;2.35564492787
Assemblée Nationale;48.8614538635;2.32030968717
Auber;48.8726081392;2.32970681311
Avenue Emile-Zola;48.8468521112;2.2954488246
Avron;48.8511937784;2.39823913749
Balard;48.836814948;2.27868334312
Barbès-Rochechouart;48.8836800685;2.34953280032
Bastille;48.8529756339;2.36921882111
Bel-Air;48.8421777857;2.40114243097
Belleville;48.8719457572;2.37675103804
Bercy;48.8401922036;2.37947725393
Bibliothèque-François Mitterrand;48.8298306545;2.37612000601
Bir-Hakeim (Grenelle);48.8543271778;2.2888101004
Blanche;48.8837704781;2.33248514494
Boissière;48.866856114;2.29003807011
Bolivar;48.8808081239;2.37393711277
Bonne Nouvelle;48.8704957916;2.34886211411
Botzaris;48.8792836316;2.38912909357
Boucicaut;48.8410253145;2.287923864
Bourse;48.8687617518;2.34067412548
Brochant;48.8906176051;2.3201911209
Bréguet-Sabin;48.8567679088;2.37077385505
Buttes-Chaumont;48.8774983378;2.38123808849
Buzenval;48.8513988304;2.40139892607
Cadet;48.8758256773;2.34334512124
Cambronne;48.8476990674;2.30203914034
Campo-Formio;48.8355511759;2.35875209186
Cardinal-Lemoine;48.8467058283;2.35133517564
Censier-Daubenton;48.8405942592;2.35175560961
Champs-Elysées-Clémenceau;48.8673665297;2.31419106006
Chardon-Lagache;48.8451040988;2.2669360557
Charles Michels;48.8463629347;2.28563106255
Charles de Gaulle-Etoile;48.8737152275;2.29475955952
Charonne;48.8546420067;2.38503219
Chaussée d'Antin (La Fayette);48.8728599486;2.33304474759
Chemin Vert;48.8575865037;2.36803669161
Chevaleret;48.8345787576;2.36693389574
Château Landon;48.8784565261;2.36205371292
Château Rouge;48.8870862423;2.34937006992
Château d'Eau;48.8724541102;2.3560561648
Châtelet-Les Halles;48.8614636698;2.34684412827
Châtelet;48.8572036047;2.34722470772
Cité Universitaire;48.8203370161;2.33969097138
Cité;48.8556848095;2.3462029262
Cluny-La Sorbonne;48.8507957149;2.34503088503
Colonel Fabien;48.878184941;2.3701745433
Commerce;48.8446136312;2.29380297684
Concorde;48.8654893501;2.32141178588
Convention;48.8371369088;2.29639608682
Corentin-Cariou;48.8946815012;2.38230219064
Corvisart;48.8296027042;2.34937026012
Cour Saint-Emilion;48.8333136748;2.38729970105
Courcelles;48.8792721109;2.30329854335
Couronnes;48.8693291287;2.38053636283
Crimée;48.8902887343;2.37677864559
Danube;48.8820049904;2.39306995598
Daumesnil (Félix Eboué);48.8393764223;2.39578805708
Denfert-Rochereau;48.8333151451;2.3334427605
Dugommier;48.8388761109;2.38934738424
Dupleix;48.8507426094;2.29246322349
Duroc;48.8468487281;2.3169373075
Ecole Militaire;48.8542608808;2.30543955721
