Alésia;48.82806601968645;2.326827420050836
Concorde;48.8654893908901;2.321411789213801
Convention;48.83713694956265;2.296396090155559
Denfert-Rochereau;48.833315185891436;2.3334427638299853
Gare de Lyon;48.84555978708341;2.37344920496318
Gare du Nord;48.87974306422535;2.3546008104722334
Gare du Nord;48.87938330261579;2.356372081359306
OPERA;48.8720959556315;2.3305924621304466
Cité;48.85568485028629;2.3462029295287157
Kléber;48.87130614908782;2.2933310208962174
La Motte-Picquet-Grenelle;48.84882126668606;2.2979529640251917
La Muette;48.85809504968323;2.274096448110612
Duroc;48.846848768895974;2.3169373108340854
Edgar-Quinet;48.84056772620437;2.326402815222764
Jules Joffrin;48.89249697693026;2.3443284105515048
Malesherbes;48.88253647289218;2.311009243005514
Havre-Caumartin;48.873425976534854;2.3289709732965647
Hôtel de Ville;48.857355927169515;2.3520735668587185
Hôtel de Ville;48.85780537313629;2.351460776513565
Jasmin;48.852438519222666;2.2679339230009505
Jaurès;48.88287621621258;2.3705863361654225
Opéra;48.870559216544876;2.332554482049589
Liège;48.87953716638082;2.3268579472729614
Michel-Ange-Auteuil;48.847933946139044;2.2648350771736747
Montparnasse-Bienvenue;48.84207702018728;2.321010449555117
Mouton-Duvernet;48.832191599269656;2.3304069926293205
Nation;48.84811123157566;2.3980040127977436
Palais-Royal (Musée du Louvre);48.8623718215243;2.3365736007364304
Père-Lachaise;48.86316120506396;2.3872604001843536
Philippe Auguste;48.85837884146994;2.3897347327397043
Picpus;48.84532311461395;2.4017863137606863
Place des Fêtes;48.87672946890669;2.393146031767842
Saint-Sulpice;48.8511463550549;2.3309628563664644
Porte d'Orléans (Général Leclerc);48.82281706023495;2.325072625148001
Porte Dauphine (Maréchal de Lattre de Tassigny);48.87179221641751;2.27486996119569
Porte de Clichy;48.894436060297956;2.313565665465226
Porte de la Chapelle;48.89795934324147;2.3592550695796524
Porte de Saint-Cloud;48.837565334473624;2.255591274447898
Pyramides;48.86649698703855;2.334094215259097
Rue des Boulets;48.8522227131835;2.389115650927187
Saint-Lazare;48.875420977789275;2.3266952720717047
Saint-Michel Notre-Dame;48.85339313419855;2.345017658598223
Stalingrad;48.88407198636439;2.3688700627777948
Vaneau;48.84870084962003;2.321239881938573
Vavin;48.84205985758205;2.328867050437212
Varenne;48.85639306919846;2.3147543648102884
Saint-Jacques;48.83299169177581;2.3366828966443496
République;48.86741082883539;2.363587825558049
Place Monge (Jardin des Plantes);48.843164692766834;2.3521103624150967
Nation;48.849010153648216;2.3976646127910075
Odéon;48.85231488119486;2.338861720336335
Marcadet-Poissonniers;48.891543930630554;2.3493711153819112
La Fourche;48.8874368425293;2.3257252220174083
Ségur;48.84686470206919;2.307268847578926
Commerce;48.84461367199405;2.293802980169146
Invalides;48.86109346762053;2.3146433553464374
Concorde;48.865507221530486;2.3203628558611284
République;48.86767151899055;2.363329120776082
Filles du Calvaire;48.86307817635541;2.36674588358473
Saint-Sébastien-Froissart;48.86097499718719;2.3672622950229414
Saint-Sébastien-Froissart;48.86097499718719;2.3672622950229414
Ledru-Rollin;48.85119416536367;2.3759317370128947
Daumesnil (Félix Eboué);48.83968214020875;2.3955841703466554
Michel Bizot;48.836991037652965;2.402919606870042
Porte de Charenton;48.83266034648216;2.4004636384497804
CHATELET;48.858389963548795;2.3474837299932694
MAZARINE;48.85424719280736;2.3380309918243136
SENAT;48.84920522522324;2.3369823179740905
BREA - NOTRE-DAME-DES-CHAMPS;48.843794538635784;2.330214827150182
GARE DE L'EST;48.87615667154024;2.3575699124657437
VALENCIENNES;48.87781949763114;2.3564941357294393
PORTE DE LA CHAPELLE-METRO;48.89769876400372;2.3589959717945
VALENCIENNES;48.87781949763114;2.3564941357294393
PORTE DE LA CHAPELLE-METRO;48.89769876400372;2.3589959717945
Bercy;48.840542782965464;2.3794094631230687
Saint-Lazare;48.8755376703957;2.3251964899774276
Villiers;48.88140510041144;2.316147050907411
Wagram;48.883712476037346;2.3055577575143036
Quai de la Gare;48.83761467578531;2.373852115680497
Gambetta;48.86503429801815;2.3985414869122423
Sully-Morland;48.85079359474211;2.3612369937142983
Télégraphe;48.87552244924565;2.3986765111449513
Ternes;48.87822804050767;2.2981214325821844
Tolbiac;48.82615945391136;2.3570194661891253
Vavin;48.84205985758205;2.328867050437212
Riquet;48.8883932319013;2.374433108884994
Rue des Boulets;48.8522227131835;2.389115650927187
Saint-Fargeau;48.871699810971116;2.4042987242021825
Saint-Georges;48.878593955236205;2.3378269689170192
Saint-Philippe du Roule;48.8724706657937;2.310769101230354
Saint-Sulpice;48.8511463550549;2.3309628563664644
Porte de la Chapelle;48.89795934324147;2.3592550695796524
Porte de Vincennes;48.847016518419125;2.410816882334764
Porte des Lilas;48.8769382235089;2.4063765669297816
Quatre Septembre;48.86966057219203;2.3363282816417112
Ranelagh;48.85550440300199;2.269959178255765
Raspail;48.838878378565504;2.330678419288263
Réaumur-Sébastopol;48.86604666963103;2.352620954015186
Parmentier;48.86525985667316;2.3747570817167682
Passy;48.857534382513876;2.28559270581709
Pelleport;48.86822334760734;2.401324380544102
Père-Lachaise;48.86316120506396;2.3872604001843536
Pernety;48.833933819810916;2.31790897216328
Pigalle;48.88202708962622;2.337213801747862
Place d'Italie;48.831111838257115;2.3557961457130645
Place de Clichy;48.883203999876585;2.3272660246411383
Maubert-Mutualité;48.849716940163574;2.348925558491872
Monceau;48.88057689074842;2.309415946164807
Montparnasse-Bienvenue;48.844189508526796;2.324441232433701
Mouton-Duvernet;48.832191599269656;2.3304069926293205
Nation;48.84811123157566;2.3980040127977436
Nation;48.84942390087223;2.3970250382993576
Opéra;48.870720976292084;2.3322547435729586
Le Peletier;48.87496305802612;2.3401567908492056
Les Gobelins;48.83612743975252;2.3520811178355734
Louvre-Rivoli;48.86087985759375;2.340973275817903
Madeleine;48.8697947152178;2.3246120120222655
Jacques-Bonsergent;48.87070082326957;2.3605786355872773
Jussieu;48.84576175731147;2.354548594906739
La Motte-Picquet-Grenelle;48.84882126668606;2.2979529640251917
Franklin-Roosevelt;48.868812631860955;2.309926324470496
Châtelet-Les Halles;48.861796247500266;2.346803328707587
Cluny-La Sorbonne;48.85079575570429;2.3450308883652258
Concorde;48.86567809641779;2.321193771801867
Convention;48.83713694956265;2.296396090155559
Botzaris;48.87960708893313;2.389415569653207
Brochant;48.89062663302413;2.320191121275328
Cadet;48.875825718038186;2.343345124573273
Charles de Gaulle-Etoile;48.87371526831065;2.294759562849878
Château d'Eau;48.8724541509199;2.3560561681302907
Alexandre-Dumas;48.856426348325236;2.394554257654992
Arts-et-Métiers;48.86538117604685;2.3556449312068772
Bastille;48.85297567465423;2.3692188244433434
Bastille;48.85338911229207;2.3691646022087665
Daumesnil (Félix Eboué);48.83937646312499;2.3957880604156494
Funiculaire Gare basse;48.88469617855217;2.342610282962049
Argentine;48.87567248598795;2.289444164481448
Assemblée Nationale;48.86145390429487;2.3203096905073557
Bastille;48.85297567465423;2.3692188244433434
Bel-Air;48.84143200664826;2.4008691933800934
Belleville;48.87194579797485;2.3767510413738
Buzenval;48.851767474505195;2.4011814838726444
Cambronne;48.8476991081708;2.302039143669263
ROCHECHOUART - MARTYRS;48.882296669602475;2.3402389627194693
BLANCHE;48.88371663447967;2.3335889584918315
COURCELLES;48.879398119760694;2.3038162556497275
KLEBER - BOISSIERE;48.866523432618784;2.289561581571576
TROCADERO;48.86441975709718;2.2880105904161927
TERNES;48.878201440359085;2.299238766398053
ROCHECHOUART - MARTYRS;48.88182933710138;2.340061788322775
SQUARE MONTHOLON;48.87654445856856;2.3469968002225374
CADET;48.87561905816125;2.342323218012916
ROME - HAUSSMANN;48.87395603688644;2.3265729484538205
LA MUETTE - BOULAINVILLIERS;48.85809485412893;2.2737286949180775
PORTE DE PASSY;48.857326021592506;2.2651216094341193
PORTE D'AUTEUIL;48.847390152721914;2.2577137851809037
SAINT-BRUNO;48.88621356145275;2.3566471583288378
SAINT-BRUNO;48.886141692423514;2.3564699692142286
DOUDEAUVILLE;48.8881998305129;2.3560482517287324
GARE SAINT-LAZARE;48.8746658461575;2.324651698857363
VICTOIRES;48.86546339402845;2.341831817642396
RAMBOUILLET;48.84446078820971;2.380964975355521
RAMBOUILLET;48.84449658259152;2.38138713019064
DAUMESNIL - FELIX EBOUE;48.83974547020667;2.3947264537351547
PICPUS;48.844801183409494;2.4029839611504027
PASTEUR - WAGNER;48.856022593043754;2.368566944738585
ARCHIVES - HAUDRIETTES;48.86103077674531;2.3586673091110497
SEBASTOPOL - ETIENNE MARCEL;48.86359337051969;2.350508826661906
CANAL SAINT-MARTIN;48.87698169601442;2.366290527508591
HOPITAL SAINT-LOUIS;48.87246014976294;2.3698984262295637
GONCOURT;48.8696018221402;2.3711772372329496
SAINT-AMBROISE;48.86224837842613;2.376934357530956
FAIDHERBE - CHALIGNY;48.84958214338538;2.384932204803839
MONTGALLET;48.84417842225694;2.390210573103677
MONTGALLET;48.84416933764707;2.3904284332710555
DAUMESNIL - FELIX EBOUE;48.839259765112175;2.3955020021576816
MICHEL BIZOT;48.83675736825707;2.4029056962363957
TOURELLE - DAUMESNIL;48.83937246797884;2.430303562536124
CHATEAU DE VINCENNES;48.84408977596744;2.4424854671358247
CHATEAU DE VINCENNES;48.84408977596744;2.4424854671358247
SAMBRE ET MEUSE;48.875677457948655;2.370431831514734
CLUNY;48.850130779272746;2.343369343620797
SULLY - MORLAND;48.85140439083716;2.3629259995215057
LA CERISAIE;48.85250003579268;2.366508345341815
LA BOULE BLANCHE;48.85188700856417;2.3733582882643787
CLAUDE TILLIER;48.84919362999697;2.3898071484915784
CHEVALIER DE LA BARRE;48.88715858179531;2.344409450662319
ABBESSES;48.88435477227426;2.3389444789053817
MARTYRS;48.88245845070049;2.339775657617902
CONDORCET;48.87933042390682;2.3480465314325087
CARREFOUR DE CHATEAUDUN;48.87582585780375;2.339203078574824
SAINT-GEORGES - CHATEAUDUN;48.87622131126687;2.3363690403507302
TRINITE;48.87609534919313;2.331409461627424
FRIEDLAND - HAUSSMANN;48.875048935083306;2.3062579263665284
TERNES;48.87807493981841;2.2971677460588693
TERNES - MAC MAHON;48.87841558644444;2.2946603292390058
SQUARE MONTHOLON;48.87654445856856;2.3469968002225374
PLACE FRANZ LISZT;48.87794593694368;2.3521884586483655
HOPITAL R. DEBRE - PRE ST GERVAIS;48.87935853680856;2.401488029675163
MANIN;48.882493450416284;2.3859844935998042
CAIL - DEMARQUAY;48.88180050254322;2.3585668751343
GARE DU NORD - DUNKERQUE;48.88005756021677;2.3549960773675407
MOUZAIA;48.87991705797838;2.39900874767663
PORTE DE VERSAILLES;48.833187643240564;2.286624378486834
HOPITAL DE VAUGIRARD;48.83558092732886;2.2931162004514722
CAMBRONNE - VAUGIRARD;48.840671486142476;2.304208844924357
CAMBRONNE - LECOURBE;48.8425042999016;2.3019609713401774
MAIRIE DU 15E;48.8418655148874;2.2997691922702015
CAMBRONNE;48.8483638057164;2.300785842022063
ECOLE MILITAIRE;48.854054184701525;2.305344351313163
BOSQUET - SAINT-DOMINIQUE;48.85851141448971;2.3033938626480066
MATIGNON - SAINT-HONORE;48.87310957780222;2.314719861927881
GARE DE L'EST;48.875141086436834;2.3576921392329484
BARBES - ROCHECHOUART;48.88324867913404;2.3499415145297466
PIGALLE;48.88258429865896;2.337431832166389
TURIN - BATIGNOLLES;48.88314082382094;2.3244861136794466
CHARLES DE GAULLE - ETOILE - KLEBER;48.87294217395915;2.294242469445494
CHARLES DE GAULLE - ETOILE - KLEBER;48.8728344242601;2.294515046174537
KLEBER - PAUL VALERY;48.869517082474346;2.2917658343907847
CHARLES DE GAULLE - ETOILE - WAGRAM;48.874785174138395;2.2959440504647897
PLACE DE CLICHY;48.883177013837376;2.3269798610834647
GARE DE L'EST;48.87522201161175;2.3574605462529226
FAUBOURG SAINT-DENIS;48.87452141519527;2.354857934680523
HAUTEVILLE;48.87547465274991;2.350321113612174
SAINT-GEORGES - CHATEAUDUN;48.87622131126687;2.3363690403507302
SAINT-GEORGES - CHATEAUDUN;48.87602359181986;2.336505295756201
